postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority
TW1 1WQ,515984,173661,Unsurveyed/Urban,10,River Crane,1450.0,Richmond upon Thames
OX9 6JS,462100,194800,Stagnosols,60,,1240.0,South Oxfordshire
SE11 5TP,531174,177640,Unsurveyed/Urban,10,River Thames,2530.0,Lambeth
ME7 5BX,576414,168515,Unsurveyed/Urban,50,Tower Reach,1770.0,Medway
TW10 5HR,520677,173237,Podsols,30,,450.0,Richmond upon Thames
BN3 3AB,529377,104721,Unsurveyed/Urban,20,River Adur,5890.0,Brighton and Hove
BH8 9AJ,411172,92947,Unsurveyed/Urban,30,,2220.0,"Bournemouth, Christchurch and Poole"
KT23 3AL,512640,154513,Unsurveyed/Urban,60,,1270.0,Mole Valley
TN25 7JN,601982,135924,Planosols,40,,1570.0,Ashford
PO2 8EW,464202,102192,Unsurveyed/Urban,10,,1320.0,Portsmouth
KT11 1ND,508390,157996,Gleysols,40,,1210.0,Guildford
BA14 0UP,385764,156098,Planosols,40,River Biss,810.0,Wiltshire
BS37 6XG,371746,181188,Unsurveyed/Urban,100,River Frome,1480.0,South Gloucestershire
ME20 6UX,570563,161424,Unsurveyed/Urban,10,,630.0,Tonbridge and Malling
TN37 7HD,580355,112023,Unsurveyed/Urban,70,,280.0,Hastings
RG3 5EY,465514,172700,Unsurveyed/Urban,100,,1120.0,West Berkshire
BS31 9EB,365400,168626,Unsurveyed/Urban,30,River Chew,700.0,Bath and North East Somerset
HA6 1AT,510034,191242,Unsurveyed/Urban,80,,1450.0,Hillingdon
TR13 8QR,166147,27625,Unsurveyed/Urban,60,River Cober,1710.0,Cornwall
RH1 3NG,529701,153214,Unsurveyed/Urban,100,,1330.0,Reigate and Banstead
ME18 5BB,570387,154726,Luvisols,100,River Medway,1640.0,Maidstone
KT3 9HX,521468,168157,Unsurveyed/Urban,20,Hogsmill River,2000.0,Kingston upon Thames
BS23 4BL,331957,160041,Unsurveyed/Urban,10,Uphill Great Rhyne,1510.0,North Somerset
PO36 0QB,458481,85523,Cambisols,10,River Yar,480.0,Isle of Wight
BN25 1TU,548832,99413,Unsurveyed/Urban,20,Cuckmere River,2910.0,Lewes
EX23 8ZR,220829,106605,Cambisols,20,River Neet,490.0,Cornwall
SO18 2BL,444851,114344,Unsurveyed/Urban,60,,1030.0,Southampton
BS15 9SU,365218,172719,Unsurveyed/Urban,100,River Avon,2250.0,South Gloucestershire
TQ9 6NN,282874,61085,Cambisols,50,,790.0,South Hams
SW9 9UG,531032,175655,Unsurveyed/Urban,20,River Thames,3730.0,Lambeth
BN20 9SH,557828,103240,Unsurveyed/Urban,30,Wannock Mill Stream,750.0,Wealden
RH19 4DE,539175,137142,Unsurveyed/Urban,90,,270.0,Mid Sussex
TR15 1RQ,171260,43276,Histosols,140,,2760.0,Cornwall
BA1 2PY,374443,165546,Unsurveyed/Urban,50,River Avon,1060.0,Bath and North East Somerset
CT20 1JS,622954,136209,Unsurveyed/Urban,10,Pent Stream,160.0,Folkestone and Hythe
BN1 4YF,531040,104624,Unsurveyed/Urban,30,River Adur,7560.0,Brighton and Hove
RG12 2DH,486840,169827,Unsurveyed/Urban,70,The Cut,1330.0,Bracknell Forest
BN2 5AA,533165,103711,Unsurveyed/Urban,40,,9400.0,Brighton and Hove
UB8 9GX,505008,183131,Unsurveyed/Urban,30,River Colne,1320.0,Hillingdon
BN16 9JH,505092,103376,Luvisols,10,,360.0,Arun
BA14 8EA,385765,158077,Unsurveyed/Urban,40,River Biss,520.0,Wiltshire
BR5 2SW,545995,169367,Unsurveyed/Urban,70,,1190.0,Bromley
ME5 0BJ,576989,166020,Unsurveyed/Urban,60,Tower Reach,3610.0,Medway
RG13 1TW,446496,167856,Unsurveyed/Urban,90,River Lambourn,580.0,West Berkshire
GU21 5RL,503071,160733,Unsurveyed/Urban,30,Basingstoke Canal,2380.0,Woking
BN24 5DS,562491,104445,Planosols,10,Rattle Stream,470.0,Wealden
GU4 7JL,501530,152069,Unsurveyed/Urban,40,,780.0,Guildford
RG1 8FR,471978,173973,Unsurveyed/Urban,40,River Thames,360.0,Reading
DT3 6RR,370654,82969,Stagnosols,30,River Jordan,330.0,Dorset
SP8 4HQ,380517,127549,Stagnosols,80,River Stour,410.0,Dorset
GU14 9HL,485108,157270,Unsurveyed/Urban,70,Hawley Lake Stream,290.0,Rushmoor
GU15 2GJ,486025,159806,Unsurveyed/Urban,60,Blackwater River,420.0,Surrey Heath
DA17 5SH,549223,179029,Unsurveyed/Urban,10,,880.0,Bexley
KT10 8XP,513880,164698,Unsurveyed/Urban,40,The Rythe,1620.0,Elmbridge
TR16 5RJ,173307,41638,Histosols,90,,2180.0,Cornwall
PO4 0RJ,465221,98290,Unsurveyed/Urban,10,,3420.0,Portsmouth
SE9 3JY,544115,172136,Unsurveyed/Urban,60,,620.0,Greenwich
SL6 6AA,488400,181286,Unsurveyed/Urban,40,White Brook,1310.0,Windsor and Maidenhead
UB10 9UE,507823,184207,Unsurveyed/Urban,40,River Pinn,1050.0,Hillingdon
GU9 1JH,483795,146834,Unsurveyed/Urban,70,River Wey,850.0,Waverley
UB4 8EH,508905,181994,Unsurveyed/Urban,40,River Pinn,2930.0,Hillingdon
GU28 9AS,494139,122710,Luvisols,80,,550.0,Chichester
TN23 3AE,598850,142511,Planosols,40,Great Stour,150.0,Ashford
PO20 9AR,484999,92884,Unsurveyed/Urban,10,,880.0,Chichester
TN9 2ZR,558814,145536,Unsurveyed/Urban,40,Botany Stream,1230.0,Tonbridge and Malling
RH2 8AE,525549,149520,Unsurveyed/Urban,100,Wallace Brook,1690.0,Reigate and Banstead
SO43 7JE,426972,115832,Planosols,70,Shepherds Gutter,1080.0,New Forest
BS34 8UE,362177,180009,Stagnosols,50,Stoke Brook,800.0,South Gloucestershire
RG24 4LG,462324,153509,Unsurveyed/Urban,110,River Loddon,1740.0,Basingstoke and Deane
TA9 3QF,334318,145026,Gleysols,10,River Brue,1090.0,Sedgemoor
SM6 9GN,530467,163148,Unsurveyed/Urban,70,River Wandle,2490.0,Sutton
TN11 0LW,563800,148300,Luvisols,20,River Bourne,1030.0,Tonbridge and Malling
DA1 2SD,553651,172916,Unsurveyed/Urban,30,River Darent,1170.0,Dartford
KT8 9QB,513400,168400,Unsurveyed/Urban,10,River Thames,680.0,Elmbridge
TN23 3WH,601229,142520,Unsurveyed/Urban,40,Great Stour,230.0,Ashford
SE1 4BL,532843,179611,Unsurveyed/Urban,10,Upper Pool,1050.0,Southwark
TW2 5XY,515984,173661,Unsurveyed/Urban,10,River Crane,1450.0,Richmond upon Thames
PO39 0BS,432596,86986,Luvisols,30,,1290.0,Isle of Wight
TR11 2EP,179797,33256,Unsurveyed/Urban,40,Penryn River,890.0,Cornwall
ME3 0DP,588895,176286,Unsurveyed/Urban,10,River Medway,1840.0,Medway
SP3 5QG,395385,127390,Planosols,100,,160.0,Wiltshire
RG7 3RN,465123,164834,Podsols,90,,850.0,West Berkshire
EX15 3FA,304827,112347,Luvisols,90,Grand Western Canal,4150.0,Mid Devon
SN4 8NE,407886,182578,Planosols,110,,800.0,Wiltshire
CT5 4GS,611096,166539,Unsurveyed/Urban,10,,2190.0,Canterbury
BN27 9DY,558961,109446,Unsurveyed/Urban,30,Whelpley Sewer,1880.0,Wealden
BS7 0DU,360390,177165,Unsurveyed/Urban,60,River Frome,2080.0,"Bristol, City of"
SO51 5WE,435201,121298,Unsurveyed/Urban,20,Fish Lake,280.0,Test Valley
RH4 9DD,516691,149548,Unsurveyed/Urban,60,Pipp Brook,770.0,Mole Valley
SE5 7AZ,532753,176987,Unsurveyed/Urban,10,River Thames,4230.0,Southwark
RG12 7UP,485581,169271,Unsurveyed/Urban,60,,240.0,Bracknell Forest
SO31 7DT,450646,107729,Unsurveyed/Urban,40,,680.0,Fareham
ME18 5AL,570530,153607,Luvisols,40,River Medway,820.0,Maidstone
EX15 2HP,309596,109336,Cambisols,240,,1450.0,Mid Devon
SO41 9UX,431951,95815,Unsurveyed/Urban,20,,640.0,New Forest
CT19 4EQ,620903,136698,Unsurveyed/Urban,40,Pent Stream,1070.0,Folkestone and Hythe
PL4 8AA,248077,55025,Unsurveyed/Urban,40,River Plym,1870.0,Plymouth
SE10 0HU,539644,178313,Unsurveyed/Urban,10,River Thames,1600.0,Greenwich
SW20 8TP,523404,169606,Unsurveyed/Urban,20,Pyl Brook,2460.0,Merton
DA8 1LU,549454,177320,Unsurveyed/Urban,50,River Cray,3220.0,Bexley
KT4 8BF,522687,166606,Unsurveyed/Urban,20,Pyl Brook,900.0,Sutton
PL28 8BU,191927,75376,Unsurveyed/Urban,10,,490.0,Cornwall
BH14 8UJ,404074,91424,Unsurveyed/Urban,40,,1850.0,"Bournemouth, Christchurch and Poole"
TR7 2EQ,181212,60960,Unsurveyed/Urban,40,River Gannel,390.0,Cornwall
KT20 6JA,525711,156355,Unsurveyed/Urban,160,,4230.0,Reigate and Banstead
TN16 9AP,541833,159209,Unsurveyed/Urban,190,,5130.0,Bromley
GU21 2WH,497146,158683,Unsurveyed/Urban,40,Basingstoke Canal,1100.0,Woking
EX32 0JT,259499,131166,Cambisols,40,,170.0,North Devon
PO31 7DN,449822,95388,Planosols,10,River Medina,290.0,Isle of Wight
EX19 8TX,256238,117200,Histosols,100,,120.0,Torridge
RG4 6TE,476029,174711,Unsurveyed/Urban,60,River Thames,1140.0,Wokingham
RG13 3QN,452046,167477,Luvisols,80,,870.0,West Berkshire
RG21 8XW,463307,151906,Unsurveyed/Urban,90,River Loddon,390.0,Basingstoke and Deane
SN8 3RS,431400,162600,Luvisols,140,,1940.0,Wiltshire
UB8 2UN,505094,183990,Unsurveyed/Urban,40,Fray's River,960.0,Hillingdon
BH24 9BA,415106,106753,Unsurveyed/Urban,20,Lin Brook,850.0,New Forest
PO41 0NA,434052,89768,Unsurveyed/Urban,10,River Yar,1170.0,Isle of Wight
BS12 7PU,360070,178940,Unsurveyed/Urban,80,,1850.0,South Gloucestershire
TA3 5QE,327307,125617,Cambisols,20,Bridgwater and Taunton Canal,1330.0,Somerset West and Taunton
SO4 8FG,432400,94500,Luvisols,10,,750.0,New Forest
BS18 8XH,356553,160718,Planosols,60,,480.0,Bath and North East Somerset
BR2 8JN,542166,166909,Unsurveyed/Urban,70,,1210.0,Bromley
EX19 8AZ,258344,105676,Cambisols,70,,310.0,West Devon
EX20 1EL,259326,94353,Cambisols,240,East Okement River,700.0,West Devon
RG2 8PP,471980,169257,Unsurveyed/Urban,50,,920.0,Reading
TN9 2ZT,559975,145894,Unsurveyed/Urban,30,Botany Stream,520.0,Tonbridge and Malling
BS40 8WX,356018,161418,Luvisols,70,Babylon Brook,540.0,Bath and North East Somerset
SW12 8UT,527703,173051,Unsurveyed/Urban,30,River Wandle,1670.0,Wandsworth
BN11 4SZ,513200,103200,Unsurveyed/Urban,10,Ferring Rife,3130.0,Worthing
SE19 1WJ,533373,170622,Unsurveyed/Urban,110,,3060.0,Croydon
CR3 5FS,534428,155136,Unsurveyed/Urban,140,,3090.0,Tandridge
SW15 2YG,523855,174992,Unsurveyed/Urban,10,Beverley Brook,1600.0,Wandsworth
SO15 8QU,439773,113092,Unsurveyed/Urban,10,Tanner's Brook,860.0,Southampton
TW15 3RJ,506214,171194,Unsurveyed/Urban,20,River Ash,1780.0,Spelthorne
KT20 6SB,524487,154836,Unsurveyed/Urban,150,,4370.0,Reigate and Banstead
EX20 1UB,260380,95439,Cambisols,210,East Okement River,970.0,West Devon
BS15 1DY,363640,174261,Unsurveyed/Urban,80,River Frome,2320.0,"Bristol, City of"
GU25 4HW,499817,167306,Podsols,40,The Bourne,370.0,Runnymede
SN8 1YL,417920,169506,Leptosols,140,River Kennet,960.0,Wiltshire
TW17 9EE,508474,167342,Unsurveyed/Urban,10,River Ash,2690.0,Spelthorne
CT14 6QT,637714,153482,Unsurveyed/Urban,0,,1120.0,Dover
SN16 0WW,393312,187058,Unsurveyed/Urban,80,River Avon,190.0,Wiltshire
SE14 6XT,535836,176887,Unsurveyed/Urban,10,River Thames,2740.0,Lewisham
SN11 8SF,402279,175330,Leptosols,90,,130.0,Wiltshire
BN3 1WZ,529099,105474,Unsurveyed/Urban,30,River Adur,5680.0,Brighton and Hove
SE23 9EG,535405,172699,Unsurveyed/Urban,50,Pool River,1790.0,Lewisham
BH23 5QQ,422230,94794,Unsurveyed/Urban,40,Walkford Brook,110.0,New Forest
RG11 3PZ,480034,164789,Luvisols,80,,1310.0,Wokingham
RH15 8QF,530758,119561,Unsurveyed/Urban,40,,1180.0,Mid Sussex
BN2 5WA,533803,103195,Unsurveyed/Urban,10,,9040.0,Brighton and Hove
SO50 7HB,449073,119492,Luvisols,60,,2040.0,Eastleigh
BS4 2SX,360365,170497,Unsurveyed/Urban,60,Brislington Brook,770.0,"Bristol, City of"
RG8 0RH,464733,181493,Luvisols,180,River Thames,4560.0,South Oxfordshire
TQ2 5ZJ,290155,66144,Unsurveyed/Urban,60,,1110.0,Torbay
TN15 0LT,557626,154485,Luvisols,180,Mote Stream,1390.0,Sevenoaks
HA4 4FJ,510122,187381,Unsurveyed/Urban,50,Yeading Brook,1210.0,Hillingdon
EX38 8EG,249711,119337,Histosols,90,Common Lake,730.0,Torridge
DA3 7DU,560318,168719,Unsurveyed/Urban,70,River Darent,4920.0,Sevenoaks
RH15 8RW,531456,120217,Luvisols,30,Holmbush Gill,1070.0,Mid Sussex
BR1 5ZR,540421,169620,Unsurveyed/Urban,70,Ravens Bourne,860.0,Bromley
CT6 7JU,617729,165230,Stagnosols,40,,2280.0,Canterbury
CR7 6WN,531406,166024,Unsurveyed/Urban,40,River Wandle,2100.0,Croydon
SE1 9GF,532814,180232,Unsurveyed/Urban,10,Upper Pool,900.0,Southwark
KT17 9SB,520940,160765,Unsurveyed/Urban,50,,1320.0,Epsom and Ewell
RG45 7YT,484075,163763,Podsols,90,,1120.0,Bracknell Forest
TA4 2YY,307300,128800,Cambisols,180,,2030.0,Somerset West and Taunton
BN7 9AH,541541,109958,Unsurveyed/Urban,10,Winterbourne Stream,700.0,Lewes
SO5 6DR,446770,120159,Unsurveyed/Urban,50,Bow Lake,640.0,Eastleigh
RH12 3JF,508212,132977,Planosols,30,,360.0,Horsham
PL13 1HE,225866,54262,Cambisols,90,East Looe River,930.0,Cornwall
SO41 8HT,431228,95253,Unsurveyed/Urban,20,,940.0,New Forest
BS4 4LN,362143,170863,Unsurveyed/Urban,30,River Avon,1370.0,"Bristol, City of"
SE19 1PS,533304,171094,Unsurveyed/Urban,80,,3410.0,Lambeth
SW16 1SU,529381,171235,Unsurveyed/Urban,40,River Wandle,3940.0,Wandsworth
TN6 1DQ,551274,130710,Unsurveyed/Urban,240,,1710.0,Wealden
RG17 9EG,438934,160114,Leptosols,200,,4270.0,West Berkshire
SW20 0QL,522937,169481,Unsurveyed/Urban,20,Beverley Brook,950.0,Merton
RH16 1SQ,533758,125878,Unsurveyed/Urban,50,,600.0,Mid Sussex
RG22 4PA,461807,149435,Leptosols,120,River Loddon,3280.0,Basingstoke and Deane
PL11 2XN,242981,55360,Cambisols,20,,1200.0,Cornwall
SW18 1LZ,524750,174099,Unsurveyed/Urban,20,River Wandle,1960.0,Wandsworth
TQ1 2EZ,293088,63455,Unsurveyed/Urban,110,,1220.0,Torbay
PL5 1RQ,244690,58194,Unsurveyed/Urban,30,Ham Brook,880.0,Plymouth
BR6 9NQ,545287,164320,Unsurveyed/Urban,80,,1610.0,Bromley
BS29 6NN,339459,158379,Leptosols,50,Lox Yeo River,740.0,North Somerset
SO2 7AW,444235,112273,Unsurveyed/Urban,30,River Itchen,920.0,Southampton
ME13 7EW,601227,162106,Unsurveyed/Urban,10,Faversham Creek,840.0,Swale
TQ1 1LB,291900,64700,Unsurveyed/Urban,70,,400.0,Torbay
TW15 1GE,508212,170980,Unsurveyed/Urban,20,River Ash,1650.0,Spelthorne
RH10 3XT,526889,136881,Unsurveyed/Urban,70,Gatwick Stream,3050.0,Crawley
KT17 2WS,521139,161014,Unsurveyed/Urban,50,,1180.0,Epsom and Ewell
RH4 3EJ,516407,148682,Unsurveyed/Urban,70,Pipp Brook,1000.0,Mole Valley
SO1 4JX,439079,113133,Unsurveyed/Urban,10,Tanner's Brook,320.0,Southampton
TN21 1BA,558163,121511,Luvisols,150,,2250.0,Wealden
RG3 4DX,468426,173313,Unsurveyed/Urban,60,River Thames,1650.0,Reading
TW2 5EH,514828,172775,Unsurveyed/Urban,10,River Crane,990.0,Richmond upon Thames
RG7 3DD,465603,166908,Luvisols,90,Clayhill Brook,2000.0,West Berkshire
RG26 3QR,460431,161889,Luvisols,90,Bishop's Wood Stream,630.0,Basingstoke and Deane
BS18 1XF,366086,166971,Leptosols,60,River Chew,1100.0,Bath and North East Somerset
SW18 4UH,525816,173402,Unsurveyed/Urban,10,River Wandle,780.0,Wandsworth
RH19 4ND,538949,136379,Planosols,100,,1260.0,Mid Sussex
SW16 6UB,529000,171400,Unsurveyed/Urban,30,River Wandle,3180.0,Wandsworth
RH20 3EU,509891,116806,Luvisols,40,,1390.0,Horsham
SO23 8QH,449411,128926,Unsurveyed/Urban,50,River Itchen,1820.0,Winchester
PO5 3TE,464343,100366,Unsurveyed/Urban,10,,1930.0,Portsmouth
PO12 2AL,461307,98430,Unsurveyed/Urban,10,,2130.0,Gosport
BH21 2EG,404461,100015,Planosols,20,River Stour,810.0,Dorset
RG12 6UD,488489,170031,Planosols,70,Bull Brook,330.0,Bracknell Forest
TN33 9JZ,570129,112690,Luvisols,80,Moorhall Stream,1780.0,Wealden
PO1 9QB,464340,100350,Unsurveyed/Urban,10,,1930.0,Portsmouth
CT11 9UD,638100,165100,Unsurveyed/Urban,20,River Stour,4310.0,Thanet
RG2 7EF,472555,171803,Unsurveyed/Urban,60,River Kennet,1200.0,Reading
EX8 1EQ,299454,80928,Unsurveyed/Urban,0,River Exe,960.0,East Devon
ME13 0PY,600696,162854,Cambisols,10,Oare Creek,690.0,Swale
BS48 2HT,346961,170303,Unsurveyed/Urban,20,Land Yeo,3900.0,North Somerset
TN23 1NS,601229,142520,Unsurveyed/Urban,40,Great Stour,230.0,Ashford
EX2 9JU,291369,90810,Unsurveyed/Urban,10,Alphin Brook,330.0,Exeter
PL15 9LD,234232,84310,Cambisols,90,River Kensey,590.0,Cornwall
RH10 1LY,528772,137040,Unsurveyed/Urban,70,Gatwick Stream,2530.0,Crawley
BH24 9GE,415114,106767,Unsurveyed/Urban,20,Lin Brook,850.0,New Forest
PL3 5NF,248492,56647,Unsurveyed/Urban,90,Ham Brook,2230.0,Plymouth
ME15 8TZ,578566,152596,Unsurveyed/Urban,90,River Len,2120.0,Maidstone
BR1 1LY,540421,169620,Unsurveyed/Urban,70,Ravens Bourne,860.0,Bromley
BN11 1TW,514600,103200,Unsurveyed/Urban,10,,1860.0,Worthing
SW11 3TJ,527122,176850,Unsurveyed/Urban,0,River Thames,850.0,Wandsworth
RG11 1YT,481700,168800,Unsurveyed/Urban,60,Emm Brook,1190.0,Wokingham
OX10 9QG,460426,188502,Luvisols,50,Bradford's Brook,570.0,South Oxfordshire
SP2 7EJ,413341,130471,Unsurveyed/Urban,60,River Avon,490.0,Wiltshire
KT4 7WF,522338,166038,Unsurveyed/Urban,20,Pyl Brook,1540.0,Sutton
CT9 2DG,636395,171110,Unsurveyed/Urban,20,Brooksend Stream,8780.0,Thanet
CR4 7PG,531100,168200,Unsurveyed/Urban,40,,3330.0,Croydon
SM4 6ET,526325,167746,Unsurveyed/Urban,30,River Wandle,730.0,Merton
TN27 8AJ,584952,138387,Planosols,50,,440.0,Ashford
BN9 9XE,543836,101354,Unsurveyed/Urban,20,River Ouse,890.0,Lewes
DT2 9JP,364691,88929,Leptosols,90,South Winterborne,3510.0,Dorset
BA3 1YQ,366946,159145,Leptosols,140,Cam Brook,1540.0,Bath and North East Somerset
BS13 7NA,357451,169233,Unsurveyed/Urban,40,The Malago,680.0,"Bristol, City of"
UB10 9XQ,505009,183132,Unsurveyed/Urban,30,River Colne,1320.0,Hillingdon
SO4 1HB,443483,102895,Unsurveyed/Urban,30,Dark Water,1660.0,New Forest
BN2 5LP,533676,104366,Unsurveyed/Urban,60,Celery Sewer,8490.0,Brighton and Hove
SE18 7WS,543613,178759,Unsurveyed/Urban,10,Woolwich Reach,1880.0,Greenwich
RG9 3DN,479364,183783,Gleysols,30,River Thames,400.0,Wokingham
BS19 2DB,345084,169360,Cambisols,10,Parish Brook,1040.0,North Somerset
SE24 0ED,532039,174786,Unsurveyed/Urban,30,River Thames,5030.0,Lambeth
BN25 2PN,547496,99296,Unsurveyed/Urban,10,River Ouse,2640.0,Lewes
BN9 9JP,544323,100784,Unsurveyed/Urban,40,River Ouse,610.0,Lewes
ME8 0PY,579558,166028,Cambisols,90,River Medway,4320.0,Medway
GU35 8HT,483750,136561,Podsols,130,River Wey,2650.0,East Hampshire
GU3 3EX,495099,151208,Planosols,50,,460.0,Guildford
CR0 3EG,531155,167036,Unsurveyed/Urban,40,River Wandle,2400.0,Croydon
BS14 8BQ,361400,169625,Unsurveyed/Urban,40,,570.0,"Bristol, City of"
KT20 7TY,522486,154954,Unsurveyed/Urban,170,,4250.0,Reigate and Banstead
RH10 9SW,527122,139530,Planosols,60,,410.0,Crawley
OX11 1EL,452769,190002,Gleysols,60,,2000.0,South Oxfordshire
TN8 5JX,544014,146825,Unsurveyed/Urban,50,Kent Brook,900.0,Sevenoaks
BR8 7TY,550659,169398,Unsurveyed/Urban,60,,1990.0,Sevenoaks
DT9 9BB,363851,116712,Unsurveyed/Urban,70,River Ivel,680.0,Dorset
CT1 9NN,615886,158470,Unsurveyed/Urban,20,Great Stour,550.0,Canterbury
BS17 3NH,367604,176012,Stagnosols,80,,1170.0,South Gloucestershire
RH19 2BN,538127,139196,Unsurveyed/Urban,110,,2770.0,Mid Sussex
BS12 3AT,357699,189371,Cambisols,20,Littleton Rhine,1210.0,South Gloucestershire
EX12 2BE,324208,90501,Luvisols,30,,860.0,East Devon
BS7 9YR,360795,177295,Unsurveyed/Urban,70,River Frome,1960.0,"Bristol, City of"
TW13 5WJ,510716,172375,Unsurveyed/Urban,20,River Crane,1860.0,Hounslow
PL26 8HR,198966,58836,Histosols,210,,630.0,Cornwall
SL4 6NY,494400,178400,Luvisols,20,Jubilee River,1740.0,Windsor and Maidenhead
BS26 2YQ,343143,154531,Luvisols,20,Ellenge Stream,830.0,Sedgemoor
BH31 7PW,407922,109290,Histosols,40,,270.0,Dorset
EX17 1DU,283426,100775,Unsurveyed/Urban,100,,1710.0,Mid Devon
BN42 4SQ,523758,105543,Unsurveyed/Urban,10,West Arm,1360.0,Adur
EX4 8DX,295011,93998,Unsurveyed/Urban,40,Pin Brook,1760.0,Exeter
CT19 4AN,620893,136595,Unsurveyed/Urban,50,Pent Stream,1100.0,Folkestone and Hythe
SW8 1YE,529940,176846,Unsurveyed/Urban,10,River Thames,2130.0,Lambeth
BH23 4YH,419161,93379,Leptosols,10,Bure Brook,480.0,"Bournemouth, Christchurch and Poole"
GU21 6JX,500251,158508,Unsurveyed/Urban,30,Basingstoke Canal,1320.0,Woking
BS41 8JW,354814,168050,Luvisols,80,Colliter's Brook,530.0,North Somerset
TA24 8JN,283978,147712,Cambisols,280,,750.0,Somerset West and Taunton
OX11 6HY,451113,188910,Luvisols,70,,890.0,South Oxfordshire
TA24 5YX,296600,146000,Unsurveyed/Urban,30,,440.0,Somerset West and Taunton
OX10 6DG,463788,191220,Cambisols,80,,1370.0,South Oxfordshire
BH19 3DR,400542,79014,Leptosols,50,,760.0,Dorset
GU3 1HJ,497238,148129,Luvisols,80,,2220.0,Guildford
KT24 5BX,509706,154858,Planosols,70,,1080.0,Guildford
DT1 1TE,369020,90660,Unsurveyed/Urban,70,River Frome,640.0,Dorset
SE16 7PX,535931,179134,Unsurveyed/Urban,0,River Thames,1080.0,Southwark
PL12 4EB,243154,58760,Cambisols,30,River Tamar,520.0,Cornwall
RG1 9ZA,471613,170786,Unsurveyed/Urban,50,Foudry Brook,550.0,Reading
SO45 3BU,442240,106781,Unsurveyed/Urban,20,,960.0,New Forest
KT12 4NB,511639,164135,Unsurveyed/Urban,20,River Mole,780.0,Elmbridge
PL4 6DP,248103,55227,Unsurveyed/Urban,50,River Plym,2030.0,Plymouth
GU10 1PY,487000,147600,Luvisols,80,,1470.0,Waverley
BN1 8UA,530485,109018,Unsurveyed/Urban,60,,6200.0,Brighton and Hove
BH21 3TS,398387,96853,Luvisols,50,,440.0,Dorset
SE10 9GH,538165,177674,Unsurveyed/Urban,10,Deptford Creek,520.0,Greenwich
SW2 2JG,530795,174499,Unsurveyed/Urban,30,River Thames,4620.0,Lambeth
BH24 2PN,412241,104060,Podsols,30,,1190.0,Dorset
BS49 4PG,345755,165478,Luvisols,40,,2210.0,North Somerset
BA11 4HY,376827,147502,Arenosols,120,River Frome,1690.0,Mendip
BH21 6RZ,408456,105880,Podsols,30,,620.0,Dorset
TW13 7YQ,510716,172375,Unsurveyed/Urban,20,River Crane,1860.0,Hounslow
RG1 1HE,471579,173568,Unsurveyed/Urban,40,,990.0,Reading
PO5 4DT,464148,99481,Unsurveyed/Urban,10,,1900.0,Portsmouth
BA2 4HF,375766,164608,Unsurveyed/Urban,30,River Avon,660.0,Bath and North East Somerset
BA14 6DP,386847,157578,Unsurveyed/Urban,40,Paxcroft Brook,430.0,Wiltshire
RG20 8XN,447245,166993,Unsurveyed/Urban,80,River Kennet,390.0,West Berkshire
BS37 6RR,376129,180271,Cambisols,190,River Frome,1840.0,South Gloucestershire
BS36 2HS,367021,181516,Unsurveyed/Urban,60,River Frome,830.0,South Gloucestershire
BN14 8LJ,515343,104283,Unsurveyed/Urban,10,,660.0,Worthing
RG3 5AE,466873,174056,Unsurveyed/Urban,90,River Thames,1480.0,Reading
TN23 2WW,599053,141345,Planosols,50,,1560.0,Ashford
TN26 3SL,594639,133990,Planosols,10,Royal Military Canal,6620.0,Ashford
BA1 3BS,373335,165372,Unsurveyed/Urban,30,River Avon,570.0,Bath and North East Somerset
BA13 3FZ,387283,151062,Unsurveyed/Urban,80,Biss Brook,1930.0,Wiltshire
EX11 1GU,309063,95582,Gleysols,40,,400.0,East Devon
TN28 8HH,605894,124896,Cambisols,0,Royal Military Canal,7930.0,Folkestone and Hythe
KT3 3XJ,521477,168161,Unsurveyed/Urban,20,Hogsmill River,2000.0,Kingston upon Thames
SW14 8ET,520652,175920,Unsurveyed/Urban,0,River Thames,930.0,Richmond upon Thames
RH17 6JG,530726,130336,Luvisols,80,,740.0,Mid Sussex
GU22 7YN,500740,158617,Unsurveyed/Urban,40,Basingstoke Canal,1020.0,Woking
SO3 8FL,448029,110075,Unsurveyed/Urban,20,,540.0,Eastleigh
TN37 7SR,580341,112299,Planosols,90,,550.0,Hastings
TW11 0TJ,515423,171018,Unsurveyed/Urban,10,Longford River,1370.0,Richmond upon Thames
RG3 6NA,466576,174783,Unsurveyed/Urban,80,River Thames,1390.0,Reading
GU28 0QU,496812,117486,Podsols,30,,1530.0,Chichester
BH20 6HP,384283,86851,Luvisols,20,,230.0,Dorset
SW4 9WB,529353,175449,Unsurveyed/Urban,20,River Thames,3280.0,Lambeth
PL7 5FA,254573,54924,Cambisols,80,,790.0,South Hams
BS29 6EE,339953,159538,Gleysols,10,River Banwell,1230.0,North Somerset
SN16 9DG,395266,189187,Leptosols,90,,560.0,Wiltshire
TN38 9JS,578568,110640,Unsurveyed/Urban,30,Hollington Stream,340.0,Hastings
SO20 8QW,430668,139861,Leptosols,100,Wallop Brook,2750.0,Test Valley
RH16 1UT,532877,125691,Unsurveyed/Urban,60,,440.0,Mid Sussex
